"ID","Domain","Diff","Question","Canonical URL","Extract This Field","Grading","BD Tool","Update Freq","Ground Truth Region","Tolerance","Optimal Path","Grading Notes","Why It Matters"
"v2_fin_003","finance","easy","Using Yahoo Finance, what is GOOGL's current regular-market quote price in USD?","https://finance.yahoo.com/quote/GOOGL/","Current regular market price in USD","numeric_range","scrape_as_markdown","seconds","US","+/- $5","1 Bright Data markdown scrape of Yahoo Finance quote page","Use Yahoo Finance regularMarketPrice/current displayed quote; reject profile fields, analyst targets, historical closes, and fallback $1.00 artifacts.","Adds another mainstream AI platform stock."
"v2_fin_004","finance","easy","Using Yahoo Finance, what is COIN's current regular-market quote price in USD?","https://finance.yahoo.com/quote/COIN/","Current regular market price in USD","numeric_range","scrape_as_markdown","seconds","US","+/- $7","1 Bright Data markdown scrape of Yahoo Finance quote page","Use Yahoo Finance regularMarketPrice/current displayed quote; reject profile fields, analyst targets, historical closes, and fallback $1.00 artifacts.","Crypto-linked equity prices move quickly and expose stale answers."
"v2_ecom_001","ecommerce","easy","Using this Walmart product page, what is the current product price in USD? https://www.walmart.com/ip/15190120099","https://www.walmart.com/ip/15190120099","Current Walmart product price in USD","currency_range","web_data_walmart_product","intraday","US","+/- $3","1 structured Walmart product call","Use Walmart structured product price for the canonical item URL; reject refurbished/pre-owned alternatives, list price, and marketplace article prices.","Expands ecommerce beyond Amazon and tests Walmart structured extraction."
"v2_ecom_002","ecommerce","easy","Using this Walmart product page, what product rating is shown right now? https://www.walmart.com/ip/15190120099","https://www.walmart.com/ip/15190120099","Walmart product rating numeric","numeric_range","web_data_walmart_product","daily","US","+/- 0.1","1 structured Walmart product call","Use the product rating on the canonical Walmart item URL; reject seller rating and review count.","Ratings test non-price ecommerce extraction."
"v2_ecom_003","ecommerce","easy","Using this Home Depot product page, what is the current product price in USD? https://www.homedepot.com/p/320175590","https://www.homedepot.com/p/320175590","Current Home Depot product price in USD","currency_range","web_data_homedepot_products","promotions","US","+/- $5","1 structured Home Depot product call","Use the listed Home Depot product price; reject card-opening discounts and bundle alternatives.","Home Depot adds a home-improvement retailer with promotional pricing."
"v2_ecom_004","ecommerce","easy","Using this Zara US product page for the ZW Collection corduroy barrel pants, what is the current product price in USD? https://www.zara.com/us/en/zw-collection-corduroy-barrel-pants-p04088042.html","https://www.zara.com/us/en/zw-collection-corduroy-barrel-pants-p04088042.html","Current Zara product price in USD","currency_range","web_data_zara_products","promotions","US","+/- $2","1 structured Zara product call","Use the Zara US product price; reject non-US currency, sale banners for other products, and out-of-stock substitutes.","Fashion ecommerce pages change often and are easy to misread."
"v2_ecom_005","ecommerce","easy","Using this Etsy listing for the Personalized Custom Name Necklace by JWLGANG, what item rating is shown right now? https://www.etsy.com/listing/659934230/personalized-custom-name-necklace","https://www.etsy.com/listing/659934230/personalized-custom-name-necklace","Etsy listing rating numeric","numeric_range","web_data_etsy_products","daily","US","+/- 0.1","1 structured Etsy product call","Use the listing's item rating; reject shop rating and sales count.","Marketplace listing ratings test source-specific field selection."
"v2_ecom_006","ecommerce","easy","Using this Etsy listing for the Personalized Custom Name Necklace by JWLGANG, what is the current listing price in USD? https://www.etsy.com/listing/659934230/personalized-custom-name-necklace","https://www.etsy.com/listing/659934230/personalized-custom-name-necklace","Current Etsy listing price in USD","currency_range","web_data_etsy_products","promotions","US","+/- $2","1 structured Etsy product call","Use the listing price for the canonical Etsy URL; reject shipping cost, sale countdown, and shopwide prices.","Etsy adds a long-tail marketplace source."
"v2_social_001","social_media","easy","Using Anthropic's YouTube channel page, how many subscribers are shown right now?","https://www.youtube.com/@AnthropicAI","YouTube subscriber count integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 50000","1 structured YouTube profile call","Use the YouTube profile subscriber count; reject video view counts and channel view totals.","Adds a key AI lab audience metric."
"v2_social_002","social_media","easy","Using OpenAI's YouTube channel page, how many total channel views are shown right now?","https://www.youtube.com/@OpenAI","YouTube total views integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 1000000","1 structured YouTube profile call","Use the YouTube profile total views field; reject subscriber count and individual video views.","Total views is a different structured field from the same source."
"v2_social_003","social_media","easy","Using OpenAI's YouTube channel page, how many videos are shown right now?","https://www.youtube.com/@OpenAI","YouTube video count integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 5","1 structured YouTube profile call","Use the YouTube profile videos_count field; reject playlist counts and top-video counts.","Video count is a clean integer retrieval target."
"v2_business_001","business_intelligence","easy","Using OpenAI's Crunchbase company profile, what employee-count or company-size value does Crunchbase currently list?","https://www.crunchbase.com/organization/openai","Crunchbase employee count or company size","exact_match","web_data_crunchbase_company","profile updates","US","exact normalized field","1 structured Crunchbase company call","Use Crunchbase structured employee count or company size; reject LinkedIn headcount and third-party estimates.","Company intelligence adds BI-style retrieval."
"v2_business_002","business_intelligence","easy","Using OpenAI's ZoomInfo company profile, what employee-count or company-size value does ZoomInfo currently list?","https://www.zoominfo.com/c/openai/368412261","ZoomInfo employee count or company size","exact_match","web_data_zoominfo_company_profile","profile updates","US","exact normalized field","1 structured ZoomInfo company profile call","Use ZoomInfo structured employee count or company size; reject Crunchbase and LinkedIn values.","Tests another business intelligence source."
"v2_realestate_001","real_estate","easy","On the Zillow listing for 143 Flood Ave, San Francisco, CA 94131, what current Zestimate/home value is shown in USD?","https://www.zillow.com/homedetails/143-Flood-Ave-San-Francisco-CA-94131/15139850_zpid/","Current Zillow Zestimate in USD","currency_range","web_data_zillow_properties_listing","market updates","US","+/- $25000","1 structured Zillow property listing call","Use Zillow's current Zestimate or home value for the exact property URL; reject rent Zestimate and sold price.","Real estate values are live, local, and easy to confuse."
"v2_travel_001","travel","easy","On Booking.com's listing for The Plaza New York, what guest review score number is currently shown?","https://www.booking.com/hotel/us/the-plaza-new-york.html","Booking.com hotel review score numeric","numeric_range","web_data_booking_hotel_listings","daily","US","+/- 0.2","1 structured Booking.com hotel listing call","Use the Booking.com review score for the exact hotel listing; reject star class and third-party ratings.","Travel tasks test live listing metadata."
"v2_dev_001","research_dev","easy","Using Flask's GitHub file src/flask/__init__.py on the main branch, how many lines does that file contain right now?","https://github.com/pallets/flask/blob/main/src/flask/__init__.py","GitHub repository file line count integer","numeric_range","web_data_github_repository_file","commit updates","global","+/- 0","1 structured GitHub repository file call","Use the structured num_lines field for the exact GitHub file; reject README line counts and local package files.","Developer file metadata is exact and auditable."
"v2_dev_002","research_dev","easy","Using FastAPI's GitHub file fastapi/__init__.py on the master branch, how many lines does that file contain right now?","https://github.com/fastapi/fastapi/blob/master/fastapi/__init__.py","GitHub repository file line count integer","numeric_range","web_data_github_repository_file","commit updates","global","+/- 0","1 structured GitHub repository file call","Use the structured num_lines field for the exact GitHub file; reject docs and generated package metadata.","Adds another exact developer artifact task."
"v2_news_001","news","medium","On the Reuters US news page at retrieval time, what is the headline of the first visible news story card?","https://www.reuters.com/world/us/","Reuters headline string","exact_match","scrape_as_markdown","news updates","US","exact normalized headline","1 Reuters article or section scrape; use deterministic extraction only if a concrete article headline is visible","Reuters has no documented structured web_data tool in Bright Data MCP; use generic scrape only for concrete article URLs, not broad section pages.","Reuters adds a news-source benchmark candidate."
"v2_fin_005","finance","easy","Using CoinMarketCap's Bitcoin page, what BTC price in USD is shown right now?","https://coinmarketcap.com/currencies/bitcoin/","Current Bitcoin price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $1000","1 scrape of CoinMarketCap Bitcoin page","Use the current Bitcoin price shown by CoinMarketCap; reject market cap, volume, and historical high values.","Crypto prices move constantly and are useful live finance tasks."
"v2_fin_006","finance","easy","Using CoinMarketCap's Ethereum page, what ETH price in USD is shown right now?","https://coinmarketcap.com/currencies/ethereum/","Current Ethereum price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $100","1 scrape of CoinMarketCap Ethereum page","Use the current Ethereum price shown by CoinMarketCap; reject market cap, volume, and historical high values.","Adds a second independently scraped crypto price task."
"v2_fin_007","finance","easy","Using CompaniesMarketCap's NVIDIA page, what market cap value is shown right now?","https://companiesmarketcap.com/nvidia/marketcap/","Current market cap string","exact_match","scrape_as_markdown","daily","US","exact normalized value","1 scrape of CompaniesMarketCap Nvidia market cap page","Use the Market cap value from CompaniesMarketCap; reject stock price, revenue, and enterprise value.","Market cap tasks test large-number units like T versus B."
"v3_dev_001","research_dev","easy","Using the npm package page for react, what latest package version is shown right now?","https://www.npmjs.com/package/react","npm package latest version string","exact_match","web_data_npm_package","release updates","global","exact","1 structured npm package call","Use the package version returned for the exact npm package; reject GitHub package.json and blog posts.","Developer teams often ask agents for current package metadata before upgrades."
"v3_dev_002","research_dev","easy","Using the npm package page for next, how many weekly downloads are shown right now?","https://www.npmjs.com/package/next","npm weekly downloads integer","numeric_range","web_data_npm_package","daily","global","+/- 5000000","1 structured npm package call","Use npm package weekly downloads; reject monthly downloads, stars, and GitHub downloads.","Package popularity is a practical developer evaluation task."
"v3_dev_003","research_dev","easy","Using the PyPI project page for FastAPI, what latest package version is shown right now?","https://pypi.org/project/fastapi/","PyPI package latest version string","exact_match","web_data_pypi_package","release updates","global","exact","1 structured PyPI package call","Use the PyPI package version for FastAPI; reject docs versions and GitHub tags.","Backend engineers ask this kind of live package question constantly."
"v3_dev_004","research_dev","easy","Using PyPI's package data for pydantic, what is the current info.version value?","https://pypi.org/pypi/pydantic/json","PyPI package latest version string","exact_match","scrape_as_markdown","release updates","global","exact","1 Bright Data scrape of PyPI JSON API; parse info.version","Use PyPI JSON info.version for the package; reject docs versions, GitHub tags, and release-history text.","Package version retrieval is exact and useful for developer workflows."
"v3_dev_005","research_dev","easy","Using Requests' GitHub file src/requests/__init__.py on the main branch, how many lines does that file contain right now?","https://github.com/psf/requests/blob/main/src/requests/__init__.py","GitHub repository file line count integer","numeric_range","web_data_github_repository_file","commit updates","global","+/- 0","1 structured GitHub repository file call","Use the structured num_lines field for the exact GitHub file; reject local installed packages and README line counts.","Exact GitHub metadata is a clean source-specific retrieval task."
"v3_social_001","social_media","easy","On OpenAI's YouTube channel page, how many subscribers are currently shown?","https://www.youtube.com/@OpenAI","YouTube subscriber count integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 50000","1 structured YouTube profile call","Use the YouTube profile subscriber count; reject channel views and individual video views.","Creator and marketing teams care about live audience metrics."
"v3_social_002","social_media","easy","On Google's YouTube channel page, how many subscribers are currently shown?","https://www.youtube.com/@Google","YouTube subscriber count integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 100000","1 structured YouTube profile call","Use the YouTube profile subscriber count; reject channel views and individual video views.","Large-brand social metrics are natural business-user retrieval tasks."
"v3_social_003","social_media","easy","Using NVIDIA's YouTube channel page, how many videos are shown right now?","https://www.youtube.com/@NVIDIA","YouTube video count integer","numeric_range","web_data_youtube_profiles","daily","US","+/- 10","1 structured YouTube profile call","Use the YouTube profile videos_count field; reject playlist counts and shorts-only counts.","Marketing teams often compare channel publishing volume."
"v3_fin_001","finance","easy","Using CoinMarketCap's Solana page, what SOL price in USD is shown right now?","https://coinmarketcap.com/currencies/solana/","Current Solana price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $20","1 scrape of CoinMarketCap Solana page","Use the current Solana price shown by CoinMarketCap; reject market cap, volume, and all-time-high values.","Crypto prices are live, volatile, and hard to memorize reliably."
"v3_fin_002","finance","easy","Using CoinMarketCap's XRP page, what XRP price in USD is shown right now?","https://coinmarketcap.com/currencies/xrp/","Current XRP price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $0.25","1 scrape of CoinMarketCap XRP page","Use the current XRP price shown by CoinMarketCap; reject market cap, volume, and all-time-high values.","Small-unit crypto prices test numeric extraction and tolerance."
"v3_fin_003","finance","easy","Using CompaniesMarketCap's Microsoft page, what market cap value is shown right now?","https://companiesmarketcap.com/microsoft/marketcap/","Current market cap string","exact_match","scrape_as_markdown","daily","US","exact normalized value","1 scrape of CompaniesMarketCap Microsoft market cap page","Use the Market cap value from CompaniesMarketCap; reject stock price, revenue, and enterprise value.","Business users ask live company-scale questions often."
"v3_ecom_001","ecommerce","easy","Using this Walmart product page, what is the current product price in USD? https://www.walmart.com/ip/15190120099","https://www.walmart.com/ip/15190120099","Current Walmart product price in USD","currency_range","web_data_walmart_product","intraday","US","+/- $3","1 structured Walmart product call","Use Walmart structured product price for the canonical item URL; reject refurbished/pre-owned alternatives, list price, and marketplace article prices.","A shopper-style task that is natural but still source-specific."
"v3_ecom_002","ecommerce","easy","Using this Walmart product page, what product rating is shown right now? https://www.walmart.com/ip/15190120099","https://www.walmart.com/ip/15190120099","Walmart product rating numeric","numeric_range","web_data_walmart_product","daily","US","+/- 0.1","1 structured Walmart product call","Use the product rating on the canonical Walmart item URL; reject seller rating and review count.","Ratings test ecommerce source precision without exposing the evaluator."
"v3_realestate_001","real_estate","easy","On the Zillow listing for 143 Flood Ave, San Francisco, CA 94131, what current Zestimate/home value is shown in USD?","https://www.zillow.com/homedetails/143-Flood-Ave-San-Francisco-CA-94131/15139850_zpid/","Current Zillow Zestimate in USD","currency_range","web_data_zillow_properties_listing","market updates","US","+/- $25000","1 structured Zillow property listing call","Use Zillow's current Zestimate or home value for the exact property URL; reject rent Zestimate and sold price.","Real-estate teams ask highly local live-value questions."
"v3_travel_001","travel","easy","On Booking.com's listing for The Plaza New York, what guest review score number is currently shown?","https://www.booking.com/hotel/us/the-plaza-new-york.html","Booking.com hotel review score numeric","numeric_range","web_data_booking_hotel_listings","daily","US","+/- 0.2","1 structured Booking.com hotel listing call","Use the Booking.com review score for the exact hotel listing; reject star class and third-party ratings.","Travel planning questions are natural public-web retrieval tasks."
"v4_fin_001","finance","easy","Using CoinMarketCap's Dogecoin page, what DOGE price in USD is shown right now?","https://coinmarketcap.com/currencies/dogecoin/","Current Dogecoin price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $0.05","1 scrape of CoinMarketCap Dogecoin page","Use the current Dogecoin price shown by CoinMarketCap; reject market cap, volume, and all-time-high values.","Adds another volatile crypto price with small-unit numeric extraction."
"v4_fin_002","finance","easy","Using CoinMarketCap's Cardano page, what ADA price in USD is shown right now?","https://coinmarketcap.com/currencies/cardano/","Current Cardano price in USD","currency_range","scrape_as_markdown","seconds","US","+/- $0.10","1 scrape of CoinMarketCap Cardano page","Use the current Cardano price shown by CoinMarketCap; reject market cap, volume, and all-time-high values.","Adds a live finance task where stale memorized values are easy to expose."
"v4_fin_003","finance","easy","Using CompaniesMarketCap's Apple page, what market cap value is shown right now?","https://companiesmarketcap.com/apple/marketcap/","Current market cap string","exact_match","scrape_as_markdown","daily","US","exact normalized value","1 scrape of CompaniesMarketCap Apple market cap page","Use the Market cap value from CompaniesMarketCap; reject stock price, revenue, and enterprise value.","Market cap is a common business question with large-number formatting."
"v4_fin_004","finance","easy","Using CompaniesMarketCap's Amazon page, what market cap value is shown right now?","https://companiesmarketcap.com/amazon/marketcap/","Current market cap string","exact_match","scrape_as_markdown","daily","US","exact normalized value","1 scrape of CompaniesMarketCap Amazon market cap page","Use the Market cap value from CompaniesMarketCap; reject stock price, revenue, and enterprise value.","Adds another high-recognition public-company finance metric."
"v4_realestate_001","real_estate","easy","Using FRED's MORTGAGE30US series, what is the latest reported 30-year fixed mortgage rate?","https://fred.stlouisfed.org/graph/fredgraph.csv?id=MORTGAGE30US","Latest FRED MORTGAGE30US value","numeric_range","direct_http","weekly","US","+/- 0.01","1 direct fetch of FRED CSV endpoint","Use the latest non-empty MORTGAGE30US observation from FRED; reject old observations, APR articles, and lender-specific rates.","Mortgage rates are a real-estate question with a stable public data source."
"v4_realestate_002","real_estate","easy","Using FRED's MORTGAGE15US series, what is the latest reported 15-year fixed mortgage rate?","https://fred.stlouisfed.org/graph/fredgraph.csv?id=MORTGAGE15US","Latest FRED MORTGAGE15US value","numeric_range","direct_http","weekly","US","+/- 0.01","1 direct fetch of FRED CSV endpoint","Use the latest non-empty MORTGAGE15US observation from FRED; reject old observations, APR articles, and lender-specific rates.","Adds a second real-estate financing rate with exact public data."
"v4_realestate_003","real_estate","medium","Using FRED's CSUSHPINSA series, what is the latest reported U.S. national home price index value?","https://fred.stlouisfed.org/graph/fredgraph.csv?id=CSUSHPINSA","Latest FRED CSUSHPINSA value","numeric_range","direct_http","monthly","US","+/- 0.01","1 direct fetch of FRED CSV endpoint","Use the latest non-empty CSUSHPINSA observation from FRED; reject regional indexes, old observations, and article summaries.","Home price index retrieval is useful for real-estate and finance users."
"v4_realestate_004","real_estate","medium","Using FRED's MSPUS series, what is the latest reported median sales price of houses sold in the United States?","https://fred.stlouisfed.org/graph/fredgraph.csv?id=MSPUS","Latest FRED MSPUS value","numeric_range","direct_http","quarterly","US","+/- 1","1 direct fetch of FRED CSV endpoint","Use the latest non-empty MSPUS observation from FRED; reject list prices, regional values, and old observations.","Median home sale price is a natural real-estate business question."
"v4_ecom_001","ecommerce","easy","Using Apple's US MacBook Air buy page, what is the current starting price for the 15-inch MacBook Air in USD?","https://www.apple.com/shop/buy-mac/macbook-air","15-inch MacBook Air starting price in USD","currency_exact","scrape_as_markdown","pricing updates","US","$0","1 scrape of official Apple MacBook Air buy page","Use Apple's 15-inch MacBook Air base starting price; reject financing, trade-in, AppleCare, and 13-inch prices.","Official ecommerce pricing is exact and easy for users to understand."
"v4_ecom_002","ecommerce","easy","Using this Amazon product page for the Sony WH-1000XM5 headphones, what product rating is shown right now? https://www.amazon.com/dp/B09XS7JWHH","https://www.amazon.com/dp/B09XS7JWHH","Amazon product rating numeric","numeric_range","web_data_amazon_product","daily","US","+/- 0.1","1 structured Amazon product call","Use the Amazon product rating for the canonical ASIN; reject review count, seller rating, and product price.","Ratings test ecommerce field selection beyond price."
"v4_ecom_003","ecommerce","easy","Using this Amazon product page for the Sony WH-1000XM5 headphones, how many product reviews are shown right now? https://www.amazon.com/dp/B09XS7JWHH","https://www.amazon.com/dp/B09XS7JWHH","Amazon product review count integer","numeric_range","web_data_amazon_product","daily","US","+/- 500","1 structured Amazon product call","Use the Amazon product review count for the canonical ASIN; reject rating, answered questions, and seller feedback.","Review counts are practical shopper metadata and change over time."
"v4_ecom_004","ecommerce","easy","Using this Walmart product page, how many product reviews are shown right now? https://www.walmart.com/ip/15190120099","https://www.walmart.com/ip/15190120099","Walmart product review count integer","numeric_range","web_data_walmart_product","daily","US","+/- 500","1 structured Walmart product call","Use the Walmart product review count for the canonical item URL; reject rating, seller rating, and price.","Adds a Walmart ecommerce metric that is not a price."
"v4_ecom_005","ecommerce","easy","Using this Home Depot product page, what product rating is shown right now? https://www.homedepot.com/p/320175590","https://www.homedepot.com/p/320175590","Home Depot product rating numeric","numeric_range","web_data_homedepot_products","daily","US","+/- 0.1","1 structured Home Depot product call","Use the Home Depot product rating for the exact product URL; reject review count, price, and financing/card-discount text.","Home improvement ecommerce expands the benchmark beyond electronics."
"v4_travel_001","travel","easy","Using the National Weather Service latest observation for JFK Airport (KJFK), what wind speed is reported in km/h?","https://api.weather.gov/stations/KJFK/observations/latest","NWS latest wind speed km/h","numeric_range","direct_http","minutes","US","+/- 2.0","1 direct fetch of the National Weather Service station observation JSON","Use properties.windSpeed.value from the KJFK latest observation; reject knots, mph conversions, forecasts, and non-JFK stations.","Airport weather is a natural travel question with official live data."
"v4_travel_002","travel","easy","Using the National Weather Service latest observation for Los Angeles International Airport (KLAX), what temperature is reported in Celsius?","https://api.weather.gov/stations/KLAX/observations/latest","NWS latest temperature Celsius","numeric_range","direct_http","minutes","US","+/- 1.0","1 direct fetch of the National Weather Service station observation JSON","Use properties.temperature.value from the KLAX latest observation; reject Fahrenheit conversions, forecasts, and non-LAX stations.","Travelers often ask current airport weather before flights."
"v4_travel_003","travel","easy","Using the National Weather Service latest observation for San Francisco International Airport (KSFO), what temperature is reported in Celsius?","https://api.weather.gov/stations/KSFO/observations/latest","NWS latest temperature Celsius","numeric_range","direct_http","minutes","US","+/- 1.0","1 direct fetch of the National Weather Service station observation JSON","Use properties.temperature.value from the KSFO latest observation; reject Fahrenheit conversions, forecasts, and non-SFO stations.","Airport temperature is a live travel planning signal."
"v4_travel_004","travel","easy","Using the National Weather Service latest observation for Seattle-Tacoma Airport (KSEA), what relative humidity is reported in percent?","https://api.weather.gov/stations/KSEA/observations/latest","NWS latest relative humidity percent","numeric_range","direct_http","minutes","US","+/- 2.0","1 direct fetch of the National Weather Service station observation JSON","Use properties.relativeHumidity.value from the KSEA latest observation; reject forecasts and non-Seattle airport stations.","Humidity is a live airport weather value that is easy to verify."
"v4_travel_005","travel","easy","Using the National Weather Service latest observation for Chicago O'Hare Airport (KORD), what temperature is reported in Celsius?","https://api.weather.gov/stations/KORD/observations/latest","NWS latest temperature Celsius","numeric_range","direct_http","minutes","US","+/- 1.0","1 direct fetch of the National Weather Service station observation JSON","Use properties.temperature.value from the KORD latest observation; reject Fahrenheit conversions, forecasts, and non-O'Hare stations.","Adds a major hub airport travel-weather task."
